lng,lat
-98.077676,31.124404
-98.739229,30.110808
-97.868027,29.677378
-96.235034,29.131400
-98.044008,30.497582
-99.066187,30.827964
-99.425823,30.144888
-97.594054,29.782730
-97.357452,30.943424
-97.968199,29.362373
-98.270947,30.826745
-97.674218,29.176696
-98.328392,29.234319
-99.358618,31.380296
-96.610148,31.410910
-97.829649,29.082302
-97.619852,30.652108
-98.277547,29.249041
-97.533672,28.412760
-100.171222,31.398797
-98.542224,30.589863
-95.088760,31.089579
-97.077494,31.194186
-97.053592,31.913249
-96.035811,32.680705
-99.106932,30.268411
-98.597613,32.187060
-97.551489,31.082682
-96.338925,30.049475
-97.628522,29.140116
-97.773416,30.365209
-97.550040,29.312950
-98.829706,31.004292
-97.085271,30.651208
-98.592739,29.912607
-99.279264,31.173088
-97.990358,31.303833
-98.072629,31.133348
-98.184856,30.519718
-96.294956,30.860324
-97.693013,29.840955
-94.981928,30.677245
-97.984216,29.138628
-98.164082,29.758234
-99.467421,29.354423
-97.334860,29.994054
-97.780776,29.118452
-98.182958,31.684432
-97.057031,31.299844
-96.757851,31.102760
-98.572150,31.221230
-97.745183,30.733584
-98.630502,31.010153
-98.600226,31.057500
-95.969440,31.734135
-96.813980,31.492818
-97.159202,30.506007
-98.172180,31.434821
-98.091807,28.387688
-98.371074,31.011387
-97.230088,31.491813
-98.007155,29.942096
-98.334163,30.126978
-98.267355,29.871462
-97.280951,31.810124
-98.838982,29.819700
-98.687404,30.242086
-97.538184,30.320552
-99.172899,30.452290
-98.767035,29.867358
-97.053287,29.986823
-97.927981,30.637842
-97.669064,30.740023
-96.930174,29.034977
-98.453312,29.750630
-98.757507,30.456559
-96.580076,31.771107
-98.665385,30.888330
-98.596509,30.103519
-96.888396,30.871773
-97.777625,30.705874
-97.377054,30.559248
-98.133527,29.827036
-97.312266,29.656949
-98.412866,30.104704
-99.032589,28.628977
-96.564946,30.965783
-96.418534,30.410747
-98.140364,31.215820
-98.060082,28.330180
-97.659474,29.383277
-97.081791,31.081029
-99.271981,31.275778
-96.520347,30.669786
-97.315921,30.954790
-96.377293,29.211961
-97.657369,28.078872
-97.601299,30.257503
-97.530759,30.131283
-97.727064,28.899982
-95.941480,31.786440
-98.139284,31.409645
-99.332376,29.737926
-100.686454,29.836558
-99.542540,29.419158
-98.070405,29.614649
-96.747853,30.546253
-97.953583,28.854317
-98.172213,28.969306
-97.069996,30.511641
-99.894757,29.887186
-96.876724,30.380035
-97.953784,29.609104
-96.307766,32.967935
-98.508284,30.314823
-98.940466,29.292118
-97.966757,29.669299
-99.457374,28.672072
-97.612723,31.187345
-97.650386,30.751961
-97.284863,32.099850
-96.952496,29.546143
-98.985427,30.172206
-96.301227,30.860486
-95.600817,30.925504
-98.167948,30.694733
-97.444123,32.173229
-96.888426,30.102032
-97.297144,28.316784
-96.231778,31.068204
-97.540253,30.274622
-96.821893,29.282218
-96.915770,29.826263
-97.943130,31.296545
-95.329663,29.554855
-96.849846,31.837170
-95.950278,29.802074
-97.506926,31.315829
-97.505924,27.743656
-95.806428,29.428254
-98.122059,31.061217
-98.282074,30.846830
-98.583060,29.967539
-97.850068,30.015906
-99.201623,28.751490
-97.341612,31.641773
-98.960688,29.062765
-96.249933,29.441977
-98.173469,31.850738
-98.493189,28.415659
-97.251401,31.012804
-96.907947,29.479355
-97.025818,30.347409
-99.392070,29.947814
-97.789107,28.796815
-97.234373,31.508435
-98.225977,30.737176
-99.708114,29.049451
-96.263166,31.445791
-98.908678,30.144984
-97.959424,29.864654
-99.159086,31.495838
-98.439371,30.459527
-98.327621,30.167269
-96.862725,31.805348
-97.104991,27.898629
-97.122860,30.242786
-98.897727,30.390938
-98.363400,31.713094
-97.080465,30.964946
-98.744276,30.376300
-97.105988,28.281614
-98.668708,31.254595
-99.273921,31.130608
-99.022346,29.811752
-97.123496,30.242013
-99.010075,32.175426
-97.569180,29.567167
-99.379515,28.585254
-98.744359,30.523410
-97.204675,27.772768
-97.351353,29.160410
-97.767107,31.239906
-99.617289,29.356264
-98.547176,30.200635
-98.026956,29.284370
-97.098274,31.553354
-97.840754,31.947890
-96.631929,29.037759
-98.186672,29.646125
-98.900748,29.794979
-96.799403,29.969259
-98.601652,30.536034
-99.608831,30.422462
-97.737856,30.957932
-99.344663,30.361382
-97.130825,30.911992
-98.229451,29.248370
-97.382259,29.710862
-98.929578,28.177466
-96.910076,30.676524
-97.108824,31.441715
-97.915336,30.201965
-99.713796,29.402198
-99.162872,30.333464
-98.025352,30.810726
-97.133323,29.131061
-99.086510,30.179896
-97.973617,27.895963
-98.020956,29.961140
-96.741361,31.545275
-98.243000,32.067102
-98.539372,31.431426
-97.561193,30.731619
-96.621498,29.222968
-98.720821,29.615639
-98.318230,31.147715
-98.306489,29.609461
-97.054646,29.753670
-98.181448,31.352968
-97.952102,30.576471
-98.373589,31.022546
-98.189684,29.369705
-98.508278,31.288067
-97.529899,28.511207
-96.767264,30.874523
-99.020299,29.627156
-98.561986,30.169242
-99.269227,30.631545
-99.274198,28.733756
-97.917848,30.377674
-100.044984,30.822350
-97.028199,32.307527
-98.605370,30.832925
-97.906666,30.037705
-96.371184,31.959304
-96.812187,29.582161
-97.238442,30.101676
-96.656294,29.740243
-99.654399,29.725451
-97.884708,29.263004
-98.391437,29.698794
-98.495584,30.827896
-99.112514,29.919763
-98.469031,30.286725
-98.899810,30.066007
-97.411759,31.050914
-97.074222,29.605548
-98.647831,31.873184
-97.149068,32.458315
-95.734682,31.324058
-97.814918,28.137229
-96.392554,31.503822
-98.047701,31.273059
-95.557431,30.211047
-97.458925,27.654061
-97.405835,30.736937
-98.415962,29.346191
-97.818310,29.245062
-97.496861,31.509615
-97.855154,30.386682
-95.932464,31.101962
-96.310326,29.968660
-98.518017,30.093186
-96.979290,29.734498
-96.825002,29.940819
-98.156665,31.122133
-98.448356,31.217429
-97.580542,29.821314
-97.757329,28.962752
-96.371379,30.509414
-99.042605,30.686718
-97.537866,29.964029
-98.724592,30.727914
-96.631119,31.513083
-97.703315,29.367960
-97.497887,29.818041
-98.873096,31.594642
-97.529520,29.661515
-99.292864,29.166026
-97.985821,29.539127
-99.591569,29.844300
-96.897499,30.824517
-97.958908,30.109745
-98.102093,29.328733
-96.892872,29.518091
-96.390811,31.022642
-97.982952,30.398670
-99.235268,29.510950
-97.060335,29.987541
-97.768034,30.931455
-97.144733,30.742492
-98.934624,30.341279
-97.899951,30.215274
-97.869408,30.399686
-97.247322,29.386755
-98.164647,30.525049
-98.560182,29.384087
-97.491617,29.495207
-95.290170,31.617983
-97.969174,29.299759
-97.904805,30.201859
-97.962170,31.032274
-97.818998,31.005207
-98.221375,29.093357
-97.947587,31.554180
-98.575821,28.472935
-97.820165,30.053948
-96.439831,30.304798
-97.536720,29.225846
-96.285344,29.856753
-96.701714,28.244751
-97.363089,30.680971
-97.318795,28.516645
-97.946018,30.242916
-97.297821,31.286680
-97.344253,30.274187
-97.318369,30.058022
-97.548094,29.035291
-97.749103,30.583928
-99.001323,31.655586
-98.471485,30.504931
-99.734269,29.792315
-98.183973,30.876814
-98.342575,30.980916
-98.871627,29.597497
-97.696207,30.748663
-97.054558,31.033068
-96.882814,29.417726
-98.746803,29.637623
-98.018307,30.597928
-97.813355,31.027077
-97.569813,30.527764
-96.515986,30.377580
-97.630516,32.061572
-98.741423,30.430129
-99.652035,31.981448
-97.473891,31.865012
-96.827054,26.821454
-97.215258,30.395076
-95.371336,30.972476
-97.987777,29.360102
-97.407096,30.209437
-97.339600,30.039909
-99.030086,29.855647
-97.349987,30.360545
-96.895581,28.447655
-97.574137,28.623534
-99.276322,29.267097
-97.060207,30.099214
-96.473676,30.500362
-96.753686,30.936801
-98.039485,29.563433
-98.102550,29.423505
-95.503231,29.751221
-97.463745,31.220080
-96.837515,30.446664
-99.296314,30.502546
-98.059043,29.368256
-98.202655,30.487327
-96.940967,30.794435
-96.385546,30.500168
-97.887581,30.197792
-97.412027,29.161016
-98.121275,28.909790
-97.431184,28.513502
-97.715124,30.874019
-96.088575,30.179743
-97.947337,28.212845
-96.364784,28.956125
-97.206512,29.321179
-95.918222,29.857391
-96.537510,31.341408
-97.805371,29.535690
-97.559866,30.451511
-98.530643,32.448554
-97.781598,30.790691
-99.425313,31.747620
-96.101422,31.617701
-96.889614,30.166638
-97.232337,29.732950
-97.049588,31.194405
-97.160406,31.851593
-98.454062,29.941487
-96.097075,29.007196
-98.237233,30.384361
-98.572203,29.578435
-98.846953,29.652492
-97.365496,29.752812
-97.099122,28.801938
-96.769515,28.383817
-97.707667,29.048841
-99.391654,29.999872
-98.362691,29.913215
-98.058025,29.889370
-96.937189,29.780363
-96.233457,31.953585
-98.034501,28.970260
-97.351775,30.376592
-98.551679,30.700678
-97.974936,30.574248
-98.238297,30.794227
-96.636730,28.791182
-97.415885,31.120571
-98.242326,31.223585
-98.071906,31.327034
-97.285362,30.588521
-97.838682,29.921913
-97.854614,31.836171
-97.296517,32.642718
-98.546789,30.101121
-98.590878,30.238030
-95.779329,31.521786
-97.219620,30.146572
-98.160016,30.341449
-98.201862,31.465173
-96.512853,29.728768
-95.753833,33.461574
-99.679955,31.283886
-97.060253,31.296819
-97.769002,30.164911
-98.143817,30.303971
-96.220134,30.465149
-97.490932,31.261166
-97.503098,28.980313
-98.400161,30.193412
-97.551092,30.055376
-98.630628,30.460305
-96.283938,30.600053
-98.142044,31.326468
-97.495560,30.774672
-98.780616,30.469072
-96.445133,29.478600
-98.760369,28.936933
-97.471191,28.786178
-98.363534,30.801596
-96.766502,29.269700
-98.006151,28.923057
-98.048864,30.697955
-99.732762,30.592654
-96.765075,30.554526
-98.681873,30.984584
-97.569747,29.556231
-98.246201,30.469708
-97.837616,29.608299
-98.066808,31.612043
-98.104363,30.429802
-96.576161,32.570274
-99.225886,27.854539
-95.471719,30.276962
-97.420122,30.817399
-97.073949,31.326867
-96.557342,32.152674
-97.691571,30.496821
-97.112926,28.682636
-97.452737,31.197791
-97.947968,28.654309
-98.278846,30.932566
-99.014995,30.036183
-97.359339,31.853530
-99.352783,31.399710
-99.790258,30.788024
-99.123830,29.680115
-98.697288,30.764581
-97.848352,29.890970
-97.711092,30.215164
-98.130401,30.371725
-97.303079,31.354348
-98.692410,30.745871
-97.221036,30.095670
-98.577205,28.941584
-95.629231,28.981145
-98.777282,30.271511
-98.603035,30.513342
-99.585350,31.423279
-97.245069,29.375493
-97.329755,31.156726
-97.980921,30.316432
-96.948987,29.086300
-97.103191,31.190600
-99.033249,29.775051
-98.274563,31.434481
-97.246011,29.733112
-98.647762,31.174814
-98.904229,31.152554
-99.013678,31.580861
-97.647757,30.889184
-94.781541,30.780053
-96.006536,30.363118
-97.899208,30.947887
-98.177878,30.347760
-99.484870,29.672278
-96.248493,29.078985
-97.691606,30.810450
-98.138380,31.571244
-98.164612,29.254070
-98.295362,29.561373
-98.559214,30.432277
-97.660872,30.473206
-97.293557,30.856817
-97.080849,30.337217
-99.587808,30.424365
-99.171359,32.269916
-97.474592,30.163894
-96.983234,30.433277
-98.941453,28.963730
-99.958903,29.084495
-96.934085,30.055914
-98.053077,29.806653
-97.586189,29.352704
-98.103045,28.924420
-100.375728,31.755295
-98.205477,31.313666
-97.539387,30.435041
-98.928693,30.044378
-98.532418,30.884405
-95.568207,30.367476
-98.609786,30.511110
-97.148285,30.410464
-96.028375,30.927630
-97.269075,31.795929
-98.528604,30.948467
-97.228946,31.964580
-98.634979,29.863859
-99.554926,31.675200
-97.621132,28.629280
-98.843498,29.667389
-96.223591,31.765225
-98.623051,29.935065
-97.229795,30.540262
-97.280019,29.742923
-97.731319,30.130803
-97.924017,32.042744
-97.456695,28.706503
-98.104190,29.947013
-98.145146,31.770436
-95.333165,28.532229
-99.254763,30.055944
-97.931895,30.982369
-98.791513,31.290334
-99.126065,30.680429
-99.162641,32.292958
-96.682341,30.089651
-97.466402,30.859499
-97.464920,29.166372
-95.424448,30.022747
-98.023759,28.661336
-97.380467,32.476369
-98.590419,29.733540
-97.709314,28.838056
-97.602879,31.254797
-99.252284,29.165606
-96.785862,30.456566
-98.660689,30.359535
-97.641522,30.626295
-96.978047,29.721813
-97.272831,32.141348
-98.562393,29.498180
-98.049553,29.571848
-96.309017,30.347251
-98.137235,29.772787
-98.333817,29.790527
-96.495030,30.669722
-98.898889,30.962827
-97.060842,30.600327
-94.995219,29.814393
-97.349651,30.149577
-95.354321,30.858244
-95.820162,31.504909
-97.606819,30.064685
-97.569501,32.064545
-96.619134,29.908362
-96.852776,30.572918
-98.323351,30.266303
-96.679542,29.471235
-96.784394,30.141512
-97.079753,30.415272
-97.807254,30.417830
-96.261191,28.844402
-97.405214,31.408650
-99.310064,29.355530
-98.226826,30.100465
-96.745496,32.783337
-97.006415,30.284650
-97.197350,28.484406
-99.035980,31.403037
-98.442202,28.016928
-97.383543,31.888075
-96.203545,30.018578
-97.484720,29.432580
-97.516399,30.202806
-99.701534,30.407330
-96.772449,29.183606
-97.634188,29.856953
-99.267766,30.736617
-95.963473,29.751484
-97.943207,29.804723
-99.732627,30.020603
-96.385477,30.765557
-96.341443,30.713279
-97.357948,31.083898
-98.049190,29.100119
-95.736743,29.228033
-96.957442,30.019365
-97.528332,28.071717
-98.205268,29.196864
-98.023459,28.530924
-97.606104,29.683282
-98.538629,28.808490
-98.256242,31.653387
-98.591970,28.249024
-96.886350,30.698541
-96.507804,30.636654
-98.047076,30.819578
-95.967869,30.003316
-97.967239,30.965271
-99.042315,31.613527
-97.132525,30.623596
-97.453728,30.176096
-97.663013,30.341875
-99.427838,31.583219
-97.155559,29.951134
-97.711928,31.666758
-96.678334,31.263487
-96.368639,30.799785
-100.327017,30.733508
-95.850509,30.913716
-96.909916,28.919416
-97.040876,29.249307
-97.062761,29.029533
-98.897945,29.504853
-98.176672,30.428484
-97.922504,31.387820
-97.720521,31.231209
-97.805459,30.613394
-96.815351,28.656756
-97.180156,30.252486
-98.547731,29.255627
-96.660567,30.594445
-97.590766,30.157600
-97.537840,30.928421
-97.428032,30.300480
-98.123791,31.418720
-98.035339,31.563091
-95.634323,30.522067
-99.103492,30.270870
-98.884030,29.684772
-97.033592,30.495619
-98.145423,30.517726
-97.408621,30.696159
-99.161938,29.627567
-96.461801,30.621467
-97.185175,28.285842
-97.301473,29.835683
-99.179244,30.181248
-99.004918,29.780547
-96.553473,30.810080
-96.694896,30.127943
-98.376867,29.916383
-97.519059,30.086601
-97.920597,30.737148
-97.456603,31.069758
-97.594389,31.072420
-98.671649,30.047772
-97.451485,32.392948
-98.165403,30.713307
-100.079423,30.462347
-97.780896,30.269704
