lng,lat
-89.338725,12.161542
-89.920205,11.331660
-91.311042,9.224301
-90.355186,11.406954
-89.598806,11.302535
-89.294171,10.473557
-89.886281,10.710151
-91.048978,11.588553
-90.009735,10.563348
-90.404120,11.805249
-91.551401,9.038545
-90.549792,11.163308
-91.523585,12.000101
-89.285365,10.741333
-90.786617,13.109715
-90.091179,10.179028
-91.380825,11.424139
-89.876865,11.734001
-90.654053,10.885736
-89.918776,11.096562
-89.195206,10.224534
-89.257008,10.532801
-89.399483,10.504359
-90.784169,11.367717
-91.330027,12.282474
-90.356601,11.031349
-90.197044,11.653574
-89.661317,11.894615
-89.763339,11.734453
-88.580229,11.842205
-90.576779,11.804315
-89.794250,10.448059
-90.376633,11.207434
-87.050432,11.725927
-88.862775,12.110989
-90.650590,11.772635
-91.248439,12.276646
-87.799638,10.686283
-91.104146,12.671544
-88.704558,10.389183
-89.485465,11.055221
-91.387294,12.731144
-91.833635,9.288755
-89.933651,11.818405
-89.705727,11.926231
-92.223618,12.187523
-92.084854,12.082715
-89.537735,10.630599
-90.490013,11.867246
-89.872471,12.830882
-88.221298,10.480907
-89.746645,12.219788
-92.695188,10.200774
-90.450640,9.443636
-89.440960,11.077141
-90.180000,11.730170
-89.871512,11.384993
-89.187900,11.772851
-89.765035,12.840200
-91.498921,13.174096
-90.701073,10.866365
-89.861427,13.125668
-91.637206,12.847502
-91.067748,11.856440
-88.338072,11.767734
-90.139490,11.959993
-89.786710,11.861512
-89.460283,11.949996
-90.656004,10.822322
-91.787301,12.439243
-90.882626,10.988372
-88.366636,11.878040
-90.362225,9.746541
-89.888797,12.663296
-89.797653,12.409234
-90.738237,11.120995
-89.993151,12.019487
-90.904102,11.483402
-91.072763,11.885469
-90.233277,10.411667
-88.756216,12.350384
-89.722330,11.111869
-91.752367,10.196282
-88.808231,12.321368
-89.040832,12.459486
-89.274299,10.844460
-91.436907,10.755237
-90.128954,10.272154
-88.619098,11.547000
-89.563898,11.347701
-91.046418,11.524798
-89.531666,11.280188
-89.046904,12.912759
-91.013335,12.359800
-91.175304,12.526357
-87.983897,10.370263
-90.693560,11.261506
-90.551324,12.214960
-90.546794,10.983559
-90.666343,11.594285
-88.753011,9.256431
-91.032971,13.435805
-89.924633,10.911836
-90.630064,10.106732
-90.274345,11.750598
-89.894433,10.429545
-90.378002,12.158693
-90.326437,11.826873
-90.628086,10.877835
-90.895385,12.685163
-89.409163,10.928532
-89.872697,12.115416
-88.611218,12.649818
-90.830229,11.619055
-88.212145,11.759184
-89.476089,11.060204
-90.764140,10.547172
-87.873256,11.428183
-88.135764,11.867375
-89.667380,10.684476
-90.709841,11.155047
-90.419935,12.038129
-87.937010,11.487771
-89.135333,12.122784
-89.447671,10.768610
-89.090604,9.195605
-88.640676,11.322952
-90.835518,11.159227
-91.382307,10.359275
-89.940722,10.487913
-88.863235,9.883902
-90.320640,10.503715
-90.271953,13.086002
-88.945057,13.010959
-88.863516,13.146497
-89.708728,10.303770
-90.110421,11.915746
-89.955908,12.611480
-91.899310,10.401619
-90.432781,10.408494
-88.250387,9.948713
-89.677629,12.805850
-90.151182,10.447153
-89.885999,12.139089
-89.283057,11.443419
-89.735969,10.489417
-90.079176,12.697186
-89.951563,11.408869
-91.600577,11.983533
-90.556034,11.057954
-89.840783,11.996380
-89.991013,12.280296
-91.661725,10.239676
-90.445777,9.775508
-91.132829,10.300548
-90.973258,12.356772
-89.914808,11.546864
-88.956459,11.523977
-89.680608,11.618749
-88.247507,12.889227
-90.108573,12.377739
-89.946735,10.592386
-88.933096,12.056730
-91.386799,11.733861
-91.840971,10.433381
-89.790851,11.585404
-90.289875,12.628529
-91.397765,11.111083
-90.278289,10.596209
-88.760506,13.215968
-91.037795,11.324983
-89.431972,11.763357
-89.540909,13.783624
-90.482563,12.532702
-90.829884,10.991959
-90.537130,11.646965
-88.676955,12.155725
-89.048308,11.779661
-88.634700,11.986884
-90.199393,11.399180
-89.054348,11.116716
-90.253147,11.654145
-90.360919,11.195935
-91.233231,10.812679
-88.640383,12.233012
-88.560984,11.344697
-89.400897,13.072022
-90.453901,11.197243
-89.374425,11.583236
-88.882059,11.392570
-90.358187,10.775848
-90.213082,11.942607
-90.225241,12.528675
-90.523911,10.000940
-89.471403,12.281106
-89.774295,11.786235
-91.120526,10.857277
-88.800425,11.785879
-91.529134,11.052766
-91.148538,12.748427
-91.011251,11.967955
-88.921595,11.726680
-91.903912,13.544257
-91.095823,10.294845
-91.276134,11.051255
-89.609190,12.234770
-90.198495,13.166694
-89.364344,11.096970
-89.109535,11.370790
-89.671775,12.598236
-90.342431,10.703163
-90.287000,9.165437
-90.175246,11.803287
-91.128729,11.770808
-90.477278,10.813175
-90.407929,11.472113
-89.180340,9.713291
-88.044955,10.965283
-89.259880,10.984886
-90.295011,9.381789
-91.236887,11.804907
-89.265980,12.772466
-90.144087,12.127654
-90.708719,12.050841
-90.585653,12.264573
-88.615580,12.896490
-88.708414,12.077883
-89.802914,11.057525
-88.956248,11.304556
-91.048158,12.402447
-89.729927,10.512621
-90.215688,12.692954
-90.302905,10.892494
-91.328795,11.918948
-91.562173,9.955043
-89.901985,11.381070
-90.166232,11.465820
-91.433780,11.152114
-90.964126,12.185929
-89.875543,12.481813
-90.531197,12.613516
-89.842014,10.717791
-90.696414,10.596089
-90.488118,10.999611
-89.586518,12.710988
-90.889041,10.714172
-89.038269,11.653625
-89.656737,10.647059
-92.432034,9.805590
-89.885660,11.805159
-89.987452,11.583233
-89.967453,9.965136
-88.236324,12.350478
-89.453038,11.574452
-91.199199,11.118276
-92.806543,11.015457
-90.380917,11.860794
-90.218082,12.253268
-90.434943,11.674454
-91.098899,11.432000
-90.563225,12.003516
-91.295006,11.988880
-88.466117,12.227748
-91.464597,14.076937
-90.081772,11.324889
-89.550786,12.755839
-89.751242,9.674791
-89.246189,12.270816
-91.294791,12.603397
-91.141126,12.581994
-90.887064,10.832412
-90.181922,11.706605
-87.599316,10.812196
-90.403351,10.199957
-89.902487,11.334450
-91.249908,11.188791
-88.061844,11.649239
-89.124031,13.505934
-90.433325,11.302335
-90.131522,13.461664
-89.903633,10.540442
-88.033593,10.294137
-91.708155,12.735848
-90.195275,11.939197
-90.723257,12.532946
-90.722560,10.654574
-91.085102,14.301325
-91.058409,10.057039
-91.148095,10.514054
-90.245154,10.935524
-89.093111,8.484835
-91.495457,11.609664
-89.213701,12.010509
-89.699402,12.015257
-91.700656,11.814771
-88.933721,11.933065
-89.630123,11.306397
-89.521722,9.265726
-88.587497,10.483260
-88.288651,12.034845
-88.179904,10.899656
-89.291424,12.312907
-90.136059,10.528805
-90.154927,12.432536
-90.710251,11.321169
-89.831272,9.450249
-90.411841,10.518356
-92.257264,12.654609
-90.385692,11.736631
-91.107732,10.743275
-91.503016,10.911138
-88.704941,11.276965
-89.211796,11.667419
-90.932943,9.162084
-90.852698,10.150580
-91.448622,11.033210
-89.455611,11.838143
-91.023056,10.715765
-92.487648,11.250902
-91.913526,11.082678
-90.562729,13.343111
-90.692478,10.737794
-90.046399,12.455712
-91.022008,12.032316
-90.020116,11.691722
-91.182846,10.075928
-89.307652,11.187152
-91.501081,11.610112
-90.491986,12.504254
-89.508102,11.737494
-90.428699,10.854425
-89.246345,13.805537
-90.777702,11.842466
-88.234344,12.031263
-89.950427,14.136273
-92.127575,11.919392
-88.718545,10.758103
-89.213146,10.493259
-91.854049,11.758316
-90.084859,11.334916
-90.139651,12.370414
-89.988917,10.001509
-88.975431,11.298976
-90.501182,11.153288
-88.668224,11.562778
-90.998650,12.521482
-89.074043,11.310948
-91.290837,11.314498
-88.320671,12.633983
-91.163926,11.920176
-90.886323,12.048748
-87.695364,10.803274
-91.786265,12.454923
-89.676331,11.754766
-91.892178,10.529447
-90.219252,10.301372
-89.609348,11.350805
-89.649147,11.934024
-90.096470,10.465956
-89.599170,12.920761
-90.653752,11.229108
-88.826752,9.965332
-89.524580,12.385342
-91.158561,9.857813
-91.040880,11.878349
-89.967078,8.604421
-91.145068,11.290914
-90.525274,12.032141
-90.545597,10.887713
-89.843945,11.761727
-91.021738,11.321338
-89.596741,13.170575
-90.411439,12.536841
-90.473637,10.330706
-88.555316,12.031351
-90.624679,12.057095
-91.163301,10.480844
-89.681048,11.905751
-89.637555,10.256725
-89.388749,11.389647
-90.000848,12.236589
-91.002068,12.718646
-89.541330,10.907077
-90.397777,10.621706
-91.545734,11.042074
-88.825699,11.989739
-88.815867,11.957174
-89.583631,10.975274
-91.170750,13.690149
-90.054166,13.212241
-91.580483,11.653777
-91.044654,10.673822
-91.616865,11.868863
-88.268753,11.760606
-88.077654,13.248824
-91.374601,11.629339
